,path,name,emotion,session
0,/home/rl3155/MESD_All/Fear_F_A_basta_ya.wav,Fear_F_A_basta_ya.wav,fear,1
1,/home/rl3155/MESD_All/Happiness_M_A_arriba.wav,Happiness_M_A_arriba.wav,happy,1
2,/home/rl3155/MESD_All/Fear_F_B_arana.wav,Fear_F_B_arana.wav,fear,1
3,/home/rl3155/MESD_All/Neutral_M_B_articulo.wav,Neutral_M_B_articulo.wav,neutral,1
4,/home/rl3155/MESD_All/Disgust_F_A_antes.wav,Disgust_F_A_antes.wav,disgust,1
5,/home/rl3155/MESD_All/Happiness_M_B_aficion.wav,Happiness_M_B_aficion.wav,happy,1
6,/home/rl3155/MESD_All/Fear_F_A_abajo.wav,Fear_F_A_abajo.wav,fear,1
7,/home/rl3155/MESD_All/Anger_C_B_abandono.wav,Anger_C_B_abandono.wav,angry,1
8,/home/rl3155/MESD_All/Fear_C_B_desmayo.wav,Fear_C_B_desmayo.wav,fear,1
9,/home/rl3155/MESD_All/Happiness_F_B_delicadeza.wav,Happiness_F_B_delicadeza.wav,happy,1
10,/home/rl3155/MESD_All/Disgust_C_B_insultado.wav,Disgust_C_B_insultado.wav,disgust,1
11,/home/rl3155/MESD_All/Fear_C_B_conflicto.wav,Fear_C_B_conflicto.wav,fear,1
12,/home/rl3155/MESD_All/Fear_C_A_fuera.wav,Fear_C_A_fuera.wav,fear,1
13,/home/rl3155/MESD_All/Neutral_F_B_acuatico.wav,Neutral_F_B_acuatico.wav,neutral,1
14,/home/rl3155/MESD_All/Neutral_C_B_bola.wav,Neutral_C_B_bola.wav,neutral,1
15,/home/rl3155/MESD_All/Neutral_F_B_mecanico.wav,Neutral_F_B_mecanico.wav,neutral,1
16,/home/rl3155/MESD_All/Neutral_F_B_garganta.wav,Neutral_F_B_garganta.wav,neutral,1
17,/home/rl3155/MESD_All/Sadness_M_B_funeraria.wav,Sadness_M_B_funeraria.wav,sad,1
18,/home/rl3155/MESD_All/Fear_M_A_dentro.wav,Fear_M_A_dentro.wav,fear,1
19,/home/rl3155/MESD_All/Anger_F_B_ataque.wav,Anger_F_B_ataque.wav,angry,1
20,/home/rl3155/MESD_All/Happiness_F_A_por_favor.wav,Happiness_F_A_por_favor.wav,happy,1
21,/home/rl3155/MESD_All/Anger_C_B_delincuencia.wav,Anger_C_B_delincuencia.wav,angry,1
22,/home/rl3155/MESD_All/Anger_F_A_lento.wav,Anger_F_A_lento.wav,angry,1
23,/home/rl3155/MESD_All/Disgust_M_A_detras.wav,Disgust_M_A_detras.wav,disgust,1
24,/home/rl3155/MESD_All/Fear_M_A_basta_ya.wav,Fear_M_A_basta_ya.wav,fear,1
25,/home/rl3155/MESD_All/Happiness_F_A_adios.wav,Happiness_F_A_adios.wav,happy,1
26,/home/rl3155/MESD_All/Sadness_F_B_llanto.wav,Sadness_F_B_llanto.wav,sad,1
27,/home/rl3155/MESD_All/Disgust_M_A_de_nada.wav,Disgust_M_A_de_nada.wav,disgust,1
28,/home/rl3155/MESD_All/Disgust_M_A_ayer.wav,Disgust_M_A_ayer.wav,disgust,1
29,/home/rl3155/MESD_All/Happiness_C_A_abajo.wav,Happiness_C_A_abajo.wav,happy,1
30,/home/rl3155/MESD_All/Sadness_M_B_ira.wav,Sadness_M_B_ira.wav,sad,1
31,/home/rl3155/MESD_All/Disgust_F_B_arana.wav,Disgust_F_B_arana.wav,disgust,1
32,/home/rl3155/MESD_All/Neutral_M_B_atomo.wav,Neutral_M_B_atomo.wav,neutral,1
33,/home/rl3155/MESD_All/Neutral_F_B_mentiroso.wav,Neutral_F_B_mentiroso.wav,neutral,1
34,/home/rl3155/MESD_All/Happiness_F_B_delfin.wav,Happiness_F_B_delfin.wav,happy,1
35,/home/rl3155/MESD_All/Happiness_F_A_rapido.wav,Happiness_F_A_rapido.wav,happy,1
36,/home/rl3155/MESD_All/Sadness_M_A_tarde.wav,Sadness_M_A_tarde.wav,sad,1
37,/home/rl3155/MESD_All/Disgust_F_B_conflicto.wav,Disgust_F_B_conflicto.wav,disgust,1
38,/home/rl3155/MESD_All/Sadness_M_B_ataque.wav,Sadness_M_B_ataque.wav,sad,1
39,/home/rl3155/MESD_All/Fear_F_B_conflicto.wav,Fear_F_B_conflicto.wav,fear,1
40,/home/rl3155/MESD_All/Anger_C_B_explosion.wav,Anger_C_B_explosion.wav,angry,1
41,/home/rl3155/MESD_All/Fear_C_B_cirugia.wav,Fear_C_B_cirugia.wav,fear,1
42,/home/rl3155/MESD_All/Happiness_C_A_tarde.wav,Happiness_C_A_tarde.wav,happy,1
43,/home/rl3155/MESD_All/Anger_M_A_antes.wav,Anger_M_A_antes.wav,angry,1
44,/home/rl3155/MESD_All/Neutral_C_B_mojado.wav,Neutral_C_B_mojado.wav,neutral,1
45,/home/rl3155/MESD_All/Happiness_M_B_respiracion.wav,Happiness_M_B_respiracion.wav,happy,1
46,/home/rl3155/MESD_All/Fear_C_B_cucaracha.wav,Fear_C_B_cucaracha.wav,fear,1
47,/home/rl3155/MESD_All/Sadness_C_B_ataque.wav,Sadness_C_B_ataque.wav,sad,1
48,/home/rl3155/MESD_All/Fear_C_A_gracias.wav,Fear_C_A_gracias.wav,fear,1
49,/home/rl3155/MESD_All/Sadness_M_A_ayer.wav,Sadness_M_A_ayer.wav,sad,1
50,/home/rl3155/MESD_All/Happiness_M_B_calma.wav,Happiness_M_B_calma.wav,happy,1
51,/home/rl3155/MESD_All/Fear_F_A_detras.wav,Fear_F_A_detras.wav,fear,1
52,/home/rl3155/MESD_All/Fear_F_A_hola.wav,Fear_F_A_hola.wav,fear,1
53,/home/rl3155/MESD_All/Sadness_F_B_cansancio.wav,Sadness_F_B_cansancio.wav,sad,1
54,/home/rl3155/MESD_All/Fear_F_A_antes.wav,Fear_F_A_antes.wav,fear,1
55,/home/rl3155/MESD_All/Sadness_C_A_hola.wav,Sadness_C_A_hola.wav,sad,1
56,/home/rl3155/MESD_All/Fear_C_A_detras.wav,Fear_C_A_detras.wav,fear,1
57,/home/rl3155/MESD_All/Neutral_M_A_rapido.wav,Neutral_M_A_rapido.wav,neutral,1
58,/home/rl3155/MESD_All/Anger_M_B_dificultad.wav,Anger_M_B_dificultad.wav,angry,1
59,/home/rl3155/MESD_All/Neutral_F_A_rapido.wav,Neutral_F_A_rapido.wav,neutral,1
60,/home/rl3155/MESD_All/Sadness_C_A_antes.wav,Sadness_C_A_antes.wav,sad,1
61,/home/rl3155/MESD_All/Happiness_C_A_si.wav,Happiness_C_A_si.wav,happy,1
62,/home/rl3155/MESD_All/Happiness_M_A_nunca.wav,Happiness_M_A_nunca.wav,happy,1
63,/home/rl3155/MESD_All/Happiness_C_B_fantastico.wav,Happiness_C_B_fantastico.wav,happy,1
64,/home/rl3155/MESD_All/Disgust_C_A_no.wav,Disgust_C_A_no.wav,disgust,1
65,/home/rl3155/MESD_All/Fear_F_A_hoy.wav,Fear_F_A_hoy.wav,fear,1
66,/home/rl3155/MESD_All/Disgust_M_A_tarde.wav,Disgust_M_A_tarde.wav,disgust,1
67,/home/rl3155/MESD_All/Sadness_C_B_ceguera.wav,Sadness_C_B_ceguera.wav,sad,1
68,/home/rl3155/MESD_All/Anger_M_A_de_nada.wav,Anger_M_A_de_nada.wav,angry,1
69,/home/rl3155/MESD_All/Fear_M_B_abandono.wav,Fear_M_B_abandono.wav,fear,1
70,/home/rl3155/MESD_All/Anger_F_A_no.wav,Anger_F_A_no.wav,angry,1
71,/home/rl3155/MESD_All/Happiness_C_B_fresco.wav,Happiness_C_B_fresco.wav,happy,1
72,/home/rl3155/MESD_All/Neutral_F_A_de_nada.wav,Neutral_F_A_de_nada.wav,neutral,1
73,/home/rl3155/MESD_All/Happiness_F_B_atractivo.wav,Happiness_F_B_atractivo.wav,happy,1
74,/home/rl3155/MESD_All/Happiness_C_B_aficion.wav,Happiness_C_B_aficion.wav,happy,1
75,/home/rl3155/MESD_All/Sadness_F_A_no.wav,Sadness_F_A_no.wav,sad,1
76,/home/rl3155/MESD_All/Disgust_F_A_si.wav,Disgust_F_A_si.wav,disgust,1
77,/home/rl3155/MESD_All/Sadness_F_A_tarde.wav,Sadness_F_A_tarde.wav,sad,1
78,/home/rl3155/MESD_All/Neutral_F_B_mojado.wav,Neutral_F_B_mojado.wav,neutral,1
79,/home/rl3155/MESD_All/Neutral_C_A_izquierda.wav,Neutral_C_A_izquierda.wav,neutral,1
80,/home/rl3155/MESD_All/Happiness_C_A_detras.wav,Happiness_C_A_detras.wav,happy,1
81,/home/rl3155/MESD_All/Anger_M_B_farsa.wav,Anger_M_B_farsa.wav,angry,1
82,/home/rl3155/MESD_All/Neutral_C_B_rueda.wav,Neutral_C_B_rueda.wav,neutral,1
83,/home/rl3155/MESD_All/Anger_F_B_ofensa.wav,Anger_F_B_ofensa.wav,angry,1
84,/home/rl3155/MESD_All/Neutral_F_A_nunca.wav,Neutral_F_A_nunca.wav,neutral,1
85,/home/rl3155/MESD_All/Anger_F_B_delincuencia.wav,Anger_F_B_delincuencia.wav,angry,1
86,/home/rl3155/MESD_All/Disgust_C_B_mutilado.wav,Disgust_C_B_mutilado.wav,disgust,1
87,/home/rl3155/MESD_All/Disgust_F_B_injusticia.wav,Disgust_F_B_injusticia.wav,disgust,1
88,/home/rl3155/MESD_All/Happiness_M_B_atractivo.wav,Happiness_M_B_atractivo.wav,happy,1
89,/home/rl3155/MESD_All/Fear_M_B_amenazado.wav,Fear_M_B_amenazado.wav,fear,1
90,/home/rl3155/MESD_All/Fear_F_A_adios.wav,Fear_F_A_adios.wav,fear,1
91,/home/rl3155/MESD_All/Fear_C_A_hola.wav,Fear_C_A_hola.wav,fear,1
92,/home/rl3155/MESD_All/Neutral_M_B_fecha.wav,Neutral_M_B_fecha.wav,neutral,1
93,/home/rl3155/MESD_All/Neutral_C_B_espacial.wav,Neutral_C_B_espacial.wav,neutral,1
94,/home/rl3155/MESD_All/Anger_F_B_amenazador.wav,Anger_F_B_amenazador.wav,angry,1
95,/home/rl3155/MESD_All/Disgust_M_B_operacion.wav,Disgust_M_B_operacion.wav,disgust,1
96,/home/rl3155/MESD_All/Sadness_F_A_fuera.wav,Sadness_F_A_fuera.wav,sad,1
97,/home/rl3155/MESD_All/Neutral_F_A_izquierda.wav,Neutral_F_A_izquierda.wav,neutral,1
98,/home/rl3155/MESD_All/Happiness_F_B_chiminea.wav,Happiness_F_B_chiminea.wav,happy,1
99,/home/rl3155/MESD_All/Fear_M_B_conflicto.wav,Fear_M_B_conflicto.wav,fear,1
100,/home/rl3155/MESD_All/Disgust_C_B_aguijon.wav,Disgust_C_B_aguijon.wav,disgust,1
101,/home/rl3155/MESD_All/Neutral_F_B_hondo.wav,Neutral_F_B_hondo.wav,neutral,1
102,/home/rl3155/MESD_All/Fear_F_A_por_favor.wav,Fear_F_A_por_favor.wav,fear,1
103,/home/rl3155/MESD_All/Sadness_C_B_enojo.wav,Sadness_C_B_enojo.wav,sad,1
104,/home/rl3155/MESD_All/Neutral_F_A_antes.wav,Neutral_F_A_antes.wav,neutral,1
105,/home/rl3155/MESD_All/Fear_F_B_cirugia.wav,Fear_F_B_cirugia.wav,fear,1
106,/home/rl3155/MESD_All/Happiness_M_A_dentro.wav,Happiness_M_A_dentro.wav,happy,1
107,/home/rl3155/MESD_All/Sadness_C_B_explosivo.wav,Sadness_C_B_explosivo.wav,sad,1
108,/home/rl3155/MESD_All/Neutral_C_B_seco.wav,Neutral_C_B_seco.wav,neutral,1
109,/home/rl3155/MESD_All/Happiness_M_A_detras.wav,Happiness_M_A_detras.wav,happy,1
110,/home/rl3155/MESD_All/Happiness_C_A_lento_dentro.wav,Happiness_C_A_lento_dentro.wav,happy,1
111,/home/rl3155/MESD_All/Happiness_F_A_lento.wav,Happiness_F_A_lento.wav,happy,1
112,/home/rl3155/MESD_All/Happiness_C_B_aventurero.wav,Happiness_C_B_aventurero.wav,happy,1
113,/home/rl3155/MESD_All/Anger_M_B_atasco.wav,Anger_M_B_atasco.wav,angry,1
114,/home/rl3155/MESD_All/Disgust_M_B_estafa.wav,Disgust_M_B_estafa.wav,disgust,1
115,/home/rl3155/MESD_All/Anger_C_A_si.wav,Anger_C_A_si.wav,angry,1
116,/home/rl3155/MESD_All/Anger_C_A_por_favor.wav,Anger_C_A_por_favor.wav,angry,1
117,/home/rl3155/MESD_All/Neutral_M_A_si.wav,Neutral_M_A_si.wav,neutral,1
118,/home/rl3155/MESD_All/Fear_C_B_robo.wav,Fear_C_B_robo.wav,fear,1
119,/home/rl3155/MESD_All/Fear_F_B_fantasma.wav,Fear_F_B_fantasma.wav,fear,1
120,/home/rl3155/MESD_All/Neutral_C_A_rapido.wav,Neutral_C_A_rapido.wav,neutral,1
121,/home/rl3155/MESD_All/Fear_C_A_lento.wav,Fear_C_A_lento.wav,fear,1
122,/home/rl3155/MESD_All/Neutral_M_A_adios.wav,Neutral_M_A_adios.wav,neutral,1
123,/home/rl3155/MESD_All/Neutral_C_B_hondo.wav,Neutral_C_B_hondo.wav,neutral,1
124,/home/rl3155/MESD_All/Disgust_C_B_crisis.wav,Disgust_C_B_crisis.wav,disgust,1
125,/home/rl3155/MESD_All/Happiness_M_A_fuera.wav,Happiness_M_A_fuera.wav,happy,1
126,/home/rl3155/MESD_All/Anger_C_B_estricto.wav,Anger_C_B_estricto.wav,angry,1
127,/home/rl3155/MESD_All/Happiness_F_B_clavel.wav,Happiness_F_B_clavel.wav,happy,1
128,/home/rl3155/MESD_All/Sadness_F_B_mortal.wav,Sadness_F_B_mortal.wav,sad,1
129,/home/rl3155/MESD_All/Neutral_F_A_tarde.wav,Neutral_F_A_tarde.wav,neutral,1
130,/home/rl3155/MESD_All/Sadness_F_A_nunca.wav,Sadness_F_A_nunca.wav,sad,1
131,/home/rl3155/MESD_All/Anger_F_B_abuso.wav,Anger_F_B_abuso.wav,angry,1
132,/home/rl3155/MESD_All/Neutral_F_B_barba.wav,Neutral_F_B_barba.wav,neutral,1
133,/home/rl3155/MESD_All/Disgust_F_A_basta_ya.wav,Disgust_F_A_basta_ya.wav,disgust,1
134,/home/rl3155/MESD_All/Sadness_M_B_antiguo.wav,Sadness_M_B_antiguo.wav,sad,1
135,/home/rl3155/MESD_All/Disgust_F_B_oruga.wav,Disgust_F_B_oruga.wav,disgust,1
136,/home/rl3155/MESD_All/Neutral_C_A_nunca.wav,Neutral_C_A_nunca.wav,neutral,1
137,/home/rl3155/MESD_All/Disgust_C_A_antes.wav,Disgust_C_A_antes.wav,disgust,1
138,/home/rl3155/MESD_All/Sadness_C_B_delincuencia.wav,Sadness_C_B_delincuencia.wav,sad,1
139,/home/rl3155/MESD_All/Happiness_F_B_aglomeracion.wav,Happiness_F_B_aglomeracion.wav,happy,1
140,/home/rl3155/MESD_All/Neutral_M_A_dentro.wav,Neutral_M_A_dentro.wav,neutral,1
141,/home/rl3155/MESD_All/Fear_M_A_rapido.wav,Fear_M_A_rapido.wav,fear,1
142,/home/rl3155/MESD_All/Anger_C_B_humillacion.wav,Anger_C_B_humillacion.wav,angry,1
143,/home/rl3155/MESD_All/Fear_C_A_de_nada.wav,Fear_C_A_de_nada.wav,fear,1
144,/home/rl3155/MESD_All/Anger_F_A_por_favor.wav,Anger_F_A_por_favor.wav,angry,1
145,/home/rl3155/MESD_All/Disgust_C_B_abuso.wav,Disgust_C_B_abuso.wav,disgust,1
146,/home/rl3155/MESD_All/Anger_C_A_ayer.wav,Anger_C_A_ayer.wav,angry,1
147,/home/rl3155/MESD_All/Anger_M_B_hambre.wav,Anger_M_B_hambre.wav,angry,1
148,/home/rl3155/MESD_All/Sadness_F_A_lento.wav,Sadness_F_A_lento.wav,sad,1
149,/home/rl3155/MESD_All/Sadness_M_A_gracias.wav,Sadness_M_A_gracias.wav,sad,1
150,/home/rl3155/MESD_All/Fear_F_A_arriba.wav,Fear_F_A_arriba.wav,fear,1
151,/home/rl3155/MESD_All/Anger_M_B_estafa.wav,Anger_M_B_estafa.wav,angry,1
152,/home/rl3155/MESD_All/Happiness_M_B_astuto.wav,Happiness_M_B_astuto.wav,happy,1
153,/home/rl3155/MESD_All/Sadness_C_B_humillacion.wav,Sadness_C_B_humillacion.wav,sad,1
154,/home/rl3155/MESD_All/Anger_F_B_irrespetuoso.wav,Anger_F_B_irrespetuoso.wav,angry,1
155,/home/rl3155/MESD_All/Anger_M_A_basta_ya.wav,Anger_M_A_basta_ya.wav,angry,1
156,/home/rl3155/MESD_All/Fear_M_B_danza.wav,Fear_M_B_danza.wav,fear,1
157,/home/rl3155/MESD_All/Disgust_F_B_enganado.wav,Disgust_F_B_enganado.wav,disgust,1
158,/home/rl3155/MESD_All/Sadness_C_B_tristeza.wav,Sadness_C_B_tristeza.wav,sad,1
159,/home/rl3155/MESD_All/Happiness_C_B_baile.wav,Happiness_C_B_baile.wav,happy,1
160,/home/rl3155/MESD_All/Disgust_M_B_cucaracha.wav,Disgust_M_B_cucaracha.wav,disgust,1
161,/home/rl3155/MESD_All/Sadness_C_B_robo.wav,Sadness_C_B_robo.wav,sad,1
162,/home/rl3155/MESD_All/Fear_M_B_cirugia.wav,Fear_M_B_cirugia.wav,fear,1
163,/home/rl3155/MESD_All/Sadness_C_B_explosion.wav,Sadness_C_B_explosion.wav,sad,1
164,/home/rl3155/MESD_All/Neutral_C_A_detras.wav,Neutral_C_A_detras.wav,neutral,1
165,/home/rl3155/MESD_All/Sadness_M_B_injusticia.wav,Sadness_M_B_injusticia.wav,sad,1
166,/home/rl3155/MESD_All/Neutral_C_A_si.wav,Neutral_C_A_si.wav,neutral,1
167,/home/rl3155/MESD_All/Neutral_C_A_lento.wav,Neutral_C_A_lento.wav,neutral,1
168,/home/rl3155/MESD_All/Anger_F_B_relajacion.wav,Anger_F_B_relajacion.wav,angry,1
169,/home/rl3155/MESD_All/Anger_F_A_basta_ya.wav,Anger_F_A_basta_ya.wav,angry,1
170,/home/rl3155/MESD_All/Disgust_C_A_arriba.wav,Disgust_C_A_arriba.wav,disgust,1
171,/home/rl3155/MESD_All/Fear_M_A_derecha.wav,Fear_M_A_derecha.wav,fear,1
172,/home/rl3155/MESD_All/Neutral_M_A_antes.wav,Neutral_M_A_antes.wav,neutral,2
